team	players	description	reversed	nullified	week	scorer	timestamp	off-turnover	manual-adjustment	comments
ARI	L.Fitzgerald+C.Palmer	(3:56) C.Palmer pass short right to L.Fitzgerald for 8 yards, TOUCHDOWN.	FALSE	FALSE	2					
CHI	M.Bennett+J.Cutler+T.Jefferson	(3:08) (Shotgun) J.Cutler pass short middle intended for M.Bennett INTERCEPTED by T.Jefferson at CHI 26. T.Jefferson for 26 yards, TOUCHDOWN. CHI-J.Cutler was injured during the play. He is Out.	FALSE	FALSE	2					
ARI	L.Fitzgerald+C.Palmer+P.McPhee	(12:49) C.Palmer pass deep right to L.Fitzgerald for 28 yards, TOUCHDOWN [P.McPhee]. PENALTY on CHI-P.McPhee, Roughing the Passer, 15 yards, enforced between downs.	FALSE	FALSE	2					
ARI	D.Johnson	(6:13) D.Johnson left end for 13 yards, TOUCHDOWN.	FALSE	FALSE	2					
ARI	L.Fitzgerald+C.Palmer	(2:49) C.Palmer pass short right to L.Fitzgerald for 9 yards, TOUCHDOWN.	FALSE	FALSE	2					
MIN	K.Rudolph+T.Bridgewater	(10:29) (Shotgun) T.Bridgewater pass short right to K.Rudolph for 5 yards, TOUCHDOWN.	FALSE	FALSE	2					
MIN	E.Ansah+J.Ihedigbo+A.Peterson	(:32) A.Peterson up the middle for 3 yards, TOUCHDOWN. The Replay Official reviewed the runner was down by contact ruling, and the play was REVERSED. A.Peterson up the middle to DET 1 for 2 yards (E.Ansah, J.Ihedigbo).	TRUE	FALSE	2					
MIN	T.Bridgewater	(14:31) (Run formation) T.Bridgewater left end for 1 yard, TOUCHDOWN. Penalty on DET-E.Ansah, Defensive Offside, declined.	FALSE	FALSE	2					
DET	C.Johnson+M.Stafford	(:42) (No Huddle, Shotgun) M.Stafford pass short left to C.Johnson for 11 yards, TOUCHDOWN. The Replay Official reviewed the pass completion ruling, and the play was Upheld. The ruling on the field stands.	FALSE	FALSE	2					
MIN	Z.Line	(8:56) Z.Line up the middle for 1 yard, TOUCHDOWN.	FALSE	FALSE	2					
DET	L.Joseph+M.Stafford+E.Ebron	(1:54) (Shotgun) M.Stafford pass short middle to E.Ebron for 12 yards, TOUCHDOWN [L.Joseph].	FALSE	FALSE	2					
NO	M.Ingram	(1:28) (Shotgun) M.Ingram right guard for 11 yards, TOUCHDOWN.	FALSE	FALSE	2					
TB	J.Winston+V.Jackson	(:16) (Shotgun) J.Winston pass short middle to V.Jackson for 15 yards, TOUCHDOWN. Pass 15, YAC 0	FALSE	FALSE	2					
TB	J.Winston	(13:07) J.Winston left end for 1 yard, TOUCHDOWN.	FALSE	FALSE	2					
NO	A.Johnson	(10:19) A.Johnson right guard for 1 yard, TOUCHDOWN.	FALSE	FALSE	2					
NO	W.Snead+D.Brees	(7:20) D.Brees pass short right to W.Snead for 16 yards, TOUCHDOWN. Pass 13, YAC 3.  A flag was thrown and a lengthy discussion amongst the officials ensued, before the official said no foul for offensive pass interference because the block occurred within 1 yard of the line of scrimmage.	FALSE	FALSE	2					
PIT	H.Miller+B.Roethlisberger	(4:20) (No Huddle, Shotgun) B.Roethlisberger pass short left to H.Miller for 2 yards, TOUCHDOWN.	FALSE	FALSE	2					
PIT	De.Williams	(8:11) (No Huddle) De.Williams left guard for 2 yards, TOUCHDOWN.	FALSE	FALSE	2					
PIT	D.Heyward-Bey+B.Roethlisberger	(5:52) B.Roethlisberger pass deep middle to D.Heyward-Bey for 35 yards, TOUCHDOWN.	FALSE	FALSE	2					
PIT	De.Williams	(2:00) (Shotgun) De.Williams up the middle for 2 yards, TOUCHDOWN.	FALSE	FALSE	2					
SF	A.Boldin+C.Kaepernick	(13:22) (Shotgun) C.Kaepernick pass short left to A.Boldin for 14 yards, TOUCHDOWN. The Replay Official reviewed the runner was in bounds ruling, and the play was Upheld. The ruling on the field stands.	FALSE	FALSE	2					
PIT	De.Williams	(10:32) De.Williams up the middle for 1 yard, TOUCHDOWN. The Replay Official reviewed the runner broke the plane ruling, and the play was Upheld. The ruling on the field stands.	FALSE	FALSE	2					
SF	C.Kaepernick+T.Smith	(9:55) (No Huddle, Shotgun) C.Kaepernick pass deep middle to T.Smith for 75 yards, TOUCHDOWN.	FALSE	FALSE	2					
PIT	A.Brown+B.Roethlisberger	(7:49) (No Huddle, Shotgun) B.Roethlisberger pass short left to A.Brown for 7 yards, TOUCHDOWN.	FALSE	FALSE	2					
SF	C.Kaepernick+B.Dupree	(2:40) (Shotgun) C.Kaepernick scrambles right tackle for 3 yards, TOUCHDOWN. The Replay Official reviewed the runner broke the plane ruling, and the play was REVERSED. (Shotgun) C.Kaepernick scrambles right tackle to PIT 1 for 2 yards (B.Dupree).	TRUE	FALSE	2					
OAK	A.Cooper+C.Mosley+D.Carr	(12:59) (Shotgun) D.Carr pass deep left to A.Cooper for 68 yards, TOUCHDOWN [C.Mosley].	FALSE	FALSE	2					
BAL	C.Gillmore+J.Flacco	(:02) (Shotgun) J.Flacco pass short middle to C.Gillmore for 26 yards, TOUCHDOWN. OAK-D.Hayden was injured during the play.	FALSE	FALSE	2					
OAK	L.Murray	(12:57) K.Barnes reported in as eligible.  L.Murray right tackle for 1 yard, TOUCHDOWN.	FALSE	FALSE	2					
BAL	C.Gillmore+J.Flacco	(7:51) (Shotgun) J.Flacco pass short middle to C.Gillmore for 9 yards, TOUCHDOWN.	FALSE	FALSE	2					
OAK	M.Crabtree+D.Carr	(2:21) (No Huddle, Shotgun) D.Carr pass deep right to M.Crabtree for 29 yards, TOUCHDOWN. Penalty on BAL-L.Webb, Defensive Holding, declined.	FALSE	FALSE	2					
BAL	L.Taliaferro	(7:08) (No Huddle, Shotgun) L.Taliaferro up the middle for 7 yards, TOUCHDOWN.	FALSE	FALSE	2					
OAK	S.Roberts+D.Carr	(:30) (Shotgun) D.Carr pass short middle to S.Roberts for 12 yards, TOUCHDOWN.	FALSE	FALSE	2					
JAC	K.Sheppard+T.Yeldon	(10:25) T.Yeldon left end for 5 yards, TOUCHDOWN. The Replay Official reviewed the runner broke the plane ruling, and the play was REVERSED. T.Yeldon left end to MIA 1 for 4 yards (K.Sheppard).	TRUE	FALSE	2					
JAC	A.Robinson+B.Bortles	(9:28) B.Bortles pass short left to A.Robinson for 3 yards, TOUCHDOWN.	FALSE	FALSE	2					
JAC	A.Robinson+B.Bortles+K.Misi	(5:10) (Shotgun) B.Bortles pass deep left to A.Robinson for 46 yards, TOUCHDOWN [K.Misi].	FALSE	FALSE	2					
MIA	R.Tannehill+D.Williams	(1:55) (Shotgun) R.Tannehill pass short left to D.Williams for 10 yards, TOUCHDOWN.	FALSE	FALSE	2					
MIA	R.Tannehill+J.Stoneburner	(10:33) (Shotgun) R.Tannehill pass short middle to J.Stoneburner for 5 yards, TOUCHDOWN.	FALSE	FALSE	2					
PHI	D.McCray+K.Wilber+D.Jones	(12:44) D.Jones punt is BLOCKED by D.McCray, Center-J.Dorenbos, RECOVERED by DAL-K.Wilber at PHI 26. K.Wilber for 26 yards, TOUCHDOWN.	FALSE	FALSE	2					
DAL	B.Weeden+T.Williams+B.Graham	(4:20) (Shotgun) B.Weeden pass short right to T.Williams for 42 yards, TOUCHDOWN [B.Graham].	FALSE	FALSE	2					
PHI	A.Barbre	(1:58) (No Huddle, Shotgun) D.Murray left guard for 1 yard, TOUCHDOWN NULLIFIED by Penalty. PENALTY on PHI-A.Barbre, Offensive Holding, 10 yards, enforced at DAL 1 - No Play.	FALSE	TRUE	2					
PHI	S.Bradford+J.Matthews	(1:26) (No Huddle, Shotgun) S.Bradford pass short right to J.Matthews for 6 yards, TOUCHDOWN.	FALSE	FALSE	2					
GB	A.Rodgers+J.Jones	(10:51) (No Huddle, Shotgun) A.Rodgers pass deep middle to J.Jones for 29 yards, TOUCHDOWN. Penalty on SEA-M.Bennett, Defensive Offside, declined.	FALSE	FALSE	2					
GB	A.Rodgers+J.Jones	(:13) (Shotgun) A.Rodgers pass short left to J.Jones for 1 yard, TOUCHDOWN. The Replay Official reviewed the pass completion ruling, and the play was REVERSED. (Shotgun) A.Rodgers pass incomplete short left to J.Jones.	TRUE	FALSE	2					
SEA	R.Wilson+F.Jackson	(10:01) (Shotgun) R.Wilson pass short middle to F.Jackson for 5 yards, TOUCHDOWN.	FALSE	FALSE	2					
SEA	R.Wilson+D.Baldwin	(6:53) (Shotgun) R.Wilson pass short middle to D.Baldwin for 13 yards, TOUCHDOWN.	FALSE	FALSE	2					
GB	R.Rodgers+A.Rodgers	(9:28) (No Huddle, Shotgun) A.Rodgers pass short left to R.Rodgers for 5 yards, TOUCHDOWN.	FALSE	FALSE	2					
NYJ	R.Fitzpatrick+E.Decker	(6:49) (Shotgun) R.Fitzpatrick pass short middle to E.Decker for 6 yards, TOUCHDOWN.	FALSE	FALSE	2					
IND	A.Luck+D.Moncrief	(10:16) (Shotgun) A.Luck pass short middle to D.Moncrief for 26 yards, TOUCHDOWN.	FALSE	FALSE	2					
NYJ	R.Fitzpatrick+B.Marshall	(6:27) R.Fitzpatrick pass short right to B.Marshall for 15 yards, TOUCHDOWN. Penalty on IND-J.Brown, Defensive Holding, declined.	FALSE	FALSE	2					
NYG	A.Williams	(6:39) A.Williams left end for 1 yard, TOUCHDOWN.	FALSE	FALSE	3					
NYG	O.Beckham Jr.+E.Manning	(13:46) (No Huddle) E.Manning pass deep middle to O.Beckham Jr. for 30 yards, TOUCHDOWN.	FALSE	FALSE	3					
WAS	K.Cousins+C.Thompson	(3:44) (Shotgun) K.Cousins pass short left to C.Thompson for 4 yards, TOUCHDOWN.	FALSE	FALSE	3					
NYG	R.Randle+E.Manning	(3:29) (Shotgun) E.Manning pass deep right to R.Randle for 41 yards, TOUCHDOWN.	FALSE	FALSE	3					
NYG	R.Ross+J.Brown	J.Brown kicks 66 yards from NYG 35 to WAS -1. R.Ross for 101 yards, TOUCHDOWN.	FALSE	FALSE	3					
DAL	J.Randle	(14:03) J.Randle right end for 37 yards, TOUCHDOWN. Randle orginally ran off tackle before changing course and running around the end.	FALSE	FALSE	3	Joseph Randle	1443373567681	FALSE	FALSE	
DAL	J.Randle	(7:12) J.Randle up the middle for 1 yard, TOUCHDOWN.	FALSE	FALSE	3	Joseph Randle	1443374353499	FALSE	FALSE	
ATL	D.Freeman	(3:05) D.Freeman left end for 3 yards, TOUCHDOWN.	FALSE	FALSE	3	Devonta Freeman	1443375035508	FALSE	FALSE	
DAL	D.McFadden	(7:31) D.McFadden left end for 2 yards, TOUCHDOWN.	FALSE	FALSE	3	Darren McFadden	1443376502163	FALSE	FALSE	
ATL	D.Freeman	(2:23) (Shotgun) D.Freeman up the middle for 2 yards, TOUCHDOWN.	FALSE	FALSE	3	Devonta Freeman	1443377494496	FALSE	FALSE	
DAL	J.Randle	(:46) J.Randle up the middle for 1 yard, TOUCHDOWN. The Replay Official reviewed the runner broke the plane ruling, and the play was Upheld. The ruling on the field stands.	FALSE	FALSE	3	Joseph Randle	1443378119900	FALSE	FALSE	
ATL	J.Jones+M.Ryan	(7:16) (Shotgun) M.Ryan pass deep right to J.Jones for 45 yards, TOUCHDOWN. Pass complete on a post pattern.	FALSE	FALSE	3	Julio Jones	1443380713734	FALSE	FALSE	
ATL	D.Freeman	(11:30) D.Freeman up the middle for 7 yards, TOUCHDOWN.	FALSE	FALSE	3	Devonta Freeman	1443382124882	FALSE	FALSE	
ATL	J.Jones+M.Ryan	(3:09) (Shotgun) M.Ryan pass short right to J.Jones for 2 yards, TOUCHDOWN. Pass complete near right corner of the end zone off fake handoff to the left and roll right.	FALSE	FALSE	3	Julio Jones	1443383237261	FALSE	FALSE	
NO	M.Ingram	(11:50) M.Ingram right end for 5 yards, TOUCHDOWN.	FALSE	FALSE	3	Mark Ingram	1443375513677	FALSE	FALSE	
CAR	R.Brockel	(5:55) (Shotgun) C.Newton pass short left to G.Olsen for 4 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on CAR-R.Brockel, Offensive Pass Interference, 10 yards, enforced at NO 4 - No Play.	FALSE	TRUE	3	Greg Olsen	1443376327247	FALSE	FALSE	
CAR	C.Newton+G.Olsen	(5:48) (No Huddle, Shotgun) C.Newton pass short right to G.Olsen for 11 yards, TOUCHDOWN.	FALSE	FALSE	3	Greg Olsen	1443376435754	FALSE	FALSE	
NO	M.Murphy+B.Nortman	(12:52) B.Nortman punts 55 yards to NO 26, Center-J.Jansen. M.Murphy for 74 yards, TOUCHDOWN.	FALSE	FALSE	3	Marcus Murphy	1443379383730	FALSE	TRUE	Fixed team
CAR	C.Newton+G.Olsen	(8:48) (No Huddle, Shotgun) C.Newton pass short middle to G.Olsen for 11 yards, TOUCHDOWN.	FALSE	FALSE	3	Greg Olsen	1443379985480	FALSE	FALSE	
CAR	C.Newton	(9:39) C.Newton left end for 13 yards, TOUCHDOWN.	FALSE	FALSE	3	Cam Newton	1443382620566	FALSE	FALSE	
NO	K.Robinson	(4:55) K.Robinson left end for 2 yards, TOUCHDOWN.	FALSE	FALSE	3	Khiry Robinson	1443383313273	FALSE	FALSE	
NYJ	R.Quigley+D.Sproles	(12:32) R.Quigley punts 54 yards to PHI 11, Center-T.Purdum. D.Sproles for 89 yards, TOUCHDOWN.	FALSE	FALSE	3	Darren Sproles	1443376001756	FALSE	TRUE	Fixed team
PHI	L.Williams+R.Mathews+S.Bradford	(5:03) (No Huddle, Shotgun) S.Bradford pass short right to R.Mathews for 23 yards, TOUCHDOWN [L.Williams].	FALSE	FALSE	3	Ryan Mathews	1443377379216	FALSE	FALSE	
NYJ	R.Fitzpatrick+B.Marshall	(:12) (Shotgun) R.Fitzpatrick pass deep right to B.Marshall for 16 yards, TOUCHDOWN.	FALSE	FALSE	3	Brandon Marshall	1443378787295	FALSE	FALSE	
NYJ	J.Kerley+R.Fitzpatrick	(9:41) R.Fitzpatrick pass short right to J.Kerley for 7 yards, TOUCHDOWN.	FALSE	FALSE	3	Jeremy Kerley	1443382707619	FALSE	FALSE	
HOU	R.Mallett+D.Hopkins	(5:02) (Shotgun) R.Mallett pass short right to D.Hopkins for 5 yards, TOUCHDOWN.	FALSE	FALSE	3	DeAndre Hopkins	1443374539055	FALSE	FALSE	
TB	J.Winston+C.Sims	(4:01) (Shotgun) J.Winston pass short left to C.Sims for 32 yards, TOUCHDOWN.	FALSE	FALSE	3	Charles Sims	1443377477449	FALSE	FALSE	
TB	J.Winston+J.Joseph	(7:28) J.Winston pass deep right to V.Jackson for 23 yards, TOUCHDOWN. The Replay Official reviewed the pass completion ruling, and the play was REVERSED. J.Winston pass incomplete deep right (J.Joseph).	TRUE	FALSE	3	Vincent Jackson	1443381148199	FALSE	FALSE	
HOU	A.Blue	(9:19) A.Blue left tackle for 20 yards, TOUCHDOWN.	FALSE	FALSE	3	Alfred Blue	1443383434739	FALSE	FALSE	
MIN	A.Peterson	(9:09) (Run formation) A.Shepherd reported in as eligible.  A.Peterson right guard for 2 yards, TOUCHDOWN.	FALSE	FALSE	3	Adrian Peterson	1443376369425	FALSE	FALSE	
SD	P.Rivers+K.Allen	(1:25) (Shotgun) P.Rivers pass deep left to K.Allen for 34 yards, TOUCHDOWN. MIN-X.Rhodes was injured during the play.	FALSE	FALSE	3	Keenan Allen	1443378032843	FALSE	FALSE	
MIN	A.Peterson	(12:44) A.Peterson right end for 43 yards, TOUCHDOWN.	FALSE	FALSE	3	Adrian Peterson	1443379481217	FALSE	FALSE	
MIN	Z.Line	(2:45) A.Shepherd reported in as eligible.  Z.Line right guard for 1 yard, TOUCHDOWN.	FALSE	FALSE	3	Zach Line	1443380953218	FALSE	FALSE	
SD	P.Rivers+S.Johnson+C.Greenway	(14:17) (Shotgun) P.Rivers pass short middle intended for S.Johnson INTERCEPTED by C.Greenway at MIN 9. C.Greenway for 91 yards, TOUCHDOWN. PENALTY on MIN, Unsportsmanlike Conduct, 15 yards, enforced between downs. Penalty on MIN Bench	FALSE	FALSE	3	Chad Greenway	1443381952143	TRUE	FALSE	
SD	K.Clemens+K.Allen	(:36) (Shotgun) K.Clemens pass deep middle to K.Allen for 19 yards, TOUCHDOWN.	FALSE	FALSE	3	Keenan Allen	1443383893907	FALSE	FALSE	
PIT	L.Bell	(13:04) L.Bell right guard for 1 yard, TOUCHDOWN. The Replay Official reviewed the runner broke the plane ruling, and the play was Upheld. The ruling on the field stands.	FALSE	FALSE	3	Le'Veon Bell	1443376773622	FALSE	FALSE	
NE	D.Lewis	(11:59) D.Lewis right guard for 8 yards, TOUCHDOWN.	FALSE	FALSE	3	Dion Lewis	1443373824986	FALSE	FALSE	
NE	T.Brady+D.Amendola	(:22) T.Brady pass short middle to D.Amendola for 1 yard, TOUCHDOWN. NE 12-Brady 400 career TD passes, 4th most all-time.	FALSE	FALSE	3	Danny Amendola	1443378173940	FALSE	FALSE	
NE	L.Blount	(9:07) S.Mason reported in as eligible.  L.Blount up the middle for 1 yard, TOUCHDOWN.	FALSE	FALSE	3	LeGarrette Blount	1443380435499	FALSE	FALSE	
JAC	B.Bortles+A.Hurns	(6:25) (Shotgun) B.Bortles pass deep right to A.Hurns for 59 yards, TOUCHDOWN.	FALSE	FALSE	3	Allen Hurns	1443380983300	FALSE	FALSE	
NE	T.Brady+K.Martin	(3:25) (Shotgun) T.Brady pass short left to K.Martin for 13 yards, TOUCHDOWN.	FALSE	FALSE	3	Keshawn Martin	1443381451735	FALSE	FALSE	
NE	L.Blount	(15:00) S.Mason reported in as eligible.  L.Blount up the middle for 1 yard, TOUCHDOWN.	FALSE	FALSE	3	LeGarrette Blount	1443382092352	FALSE	FALSE	
NE	L.Blount	(3:34) L.Blount right tackle for 1 yard, TOUCHDOWN. NE 35 1st downs ties franchise record (10/7/12 vs Denver)	FALSE	FALSE	3	LeGarrette Blount	1443383266161	FALSE	FALSE	
JAC	C.Harbor+B.Bortles	(1:27) (No Huddle, Shotgun) B.Bortles pass short middle to C.Harbor for 6 yards, TOUCHDOWN.	FALSE	FALSE	3	Clay Harbor	1443383960189	FALSE	FALSE	
CIN	A.Dalton	(7:27) (No Huddle, Shotgun) A.Dalton scrambles up the middle for 7 yards, TOUCHDOWN.	FALSE	FALSE	3	Andy Dalton	1443374306871	FALSE	FALSE	
CIN	M.Jones+A.Dalton	(12:23) (No Huddle) A.Dalton pass deep middle to M.Jones for 16 yards, TOUCHDOWN. No. 23 - Lewis (BAL) injured on play.	FALSE	FALSE	3	Marvin Jones	1443376203202	FALSE	FALSE	
CIN	B.Trawick+A.Dalton+T.Eifert	(2:00) A.Dalton pass short left to T.Eifert for 2 yards, TOUCHDOWN. The Replay Official reviewed the incomplete pass ruling, and the play was REVERSED. A.Dalton pass incomplete short left to T.Eifert (B.Trawick).	TRUE	FALSE	3	Tyler Eifert	1443378008103	FALSE	FALSE	
BAL	J.Flacco+S.Smith	(6:37) (Shotgun) J.Flacco pass short right to S.Smith for 50 yards, TOUCHDOWN. No. 27 - Kilpatrick (CIN) injured on play. Smith makes catch at CIN45, breaks two tackles and runs down right sideline for TD.	FALSE	FALSE	3	Steve Smith	1443380451144	FALSE	FALSE	
BAL	E.Dumervil+C.Mosley+A.Dalton	(7:02) (Shotgun) A.Dalton sacked at CIN 38 for -6 yards (E.Dumervil). FUMBLES (E.Dumervil), RECOVERED by BAL-C.Mosley at CIN 41. C.Mosley for 41 yards, TOUCHDOWN.	FALSE	FALSE	3	C.J. Mosley	1443383508026	TRUE	TRUE	Fixed team
CIN	A.Dalton+A.Green	(6:49) (Shotgun) A.Dalton pass deep left to A.Green for 80 yards, TOUCHDOWN.	FALSE	FALSE	3	A.J. Green	1443383894306	FALSE	FALSE	
BAL	J.Flacco+S.Smith	(4:03) (Shotgun) J.Flacco pass deep right to S.Smith for 16 yards, TOUCHDOWN. Steve Smith ties Ravens' single game record with 13 receptions. Priest Holmes shares record.	FALSE	FALSE	3					
CIN	A.Dalton+A.Green	(2:16) (Shotgun) A.Dalton pass short left to A.Green for 7 yards, TOUCHDOWN.	FALSE	FALSE	3					
OAK	A.Holmes+D.Carr	(6:49) (Shotgun) D.Carr pass short middle to A.Holmes for 3 yards, TOUCHDOWN.	FALSE	FALSE	3	Andre Holmes	1443377003030	FALSE	FALSE	
OAK	S.Roberts+D.Carr	(:24) (Shotgun) D.Carr pass short left to S.Roberts for 13 yards, TOUCHDOWN.	FALSE	FALSE	3	Seth Roberts	1443378343671	FALSE	FALSE	
CLE	G.Barnidge+J.McCown	(3:38) J.McCown pass deep right to G.Barnidge for 28 yards, TOUCHDOWN.	FALSE	FALSE	3	Gary Barnidge	1443381616707	FALSE	FALSE	
OAK	L.Murray	(14:32) (No Huddle, Shotgun) L.Murray right guard for 6 yards, TOUCHDOWN.	FALSE	FALSE	3	Latavius Murray	1443382281960	FALSE	FALSE	
CLE	T.Benjamin+J.McCown	(6:32) (Shotgun) J.McCown pass short right to T.Benjamin for 4 yards, TOUCHDOWN.	FALSE	FALSE	3	Travis Benjamin	1443383747143	FALSE	FALSE	
IND	F.Gore	(5:46) (Shotgun) F.Gore left guard for 1 yard, TOUCHDOWN.	FALSE	FALSE	3	Frank Gore	1443374588337	FALSE	FALSE	
IND	M.Mariota+D.Walker+D.Lowery+J.Thomas	(13:12) (Shotgun) M.Mariota pass short right intended for D.Walker INTERCEPTED by D.Lowery (J.Thomas) at IND 31. D.Lowery for 69 yards, TOUCHDOWN.	FALSE	FALSE	3	Dwight Lowery	1443375772015	TRUE	TRUE	Fixed team
TEN	J.Poutasi	(9:34) A.Andrews right tackle for 13 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on TEN-J.Poutasi, Offensive Holding, 10 yards, enforced at IND 13 - No Play.	FALSE	TRUE	3	Antonio Andrews	1443376203370	FALSE	FALSE	
TEN	M.Mariota+K.Wright	(:24) (Shotgun) M.Mariota pass short left to K.Wright for 7 yards, TOUCHDOWN.	FALSE	FALSE	3	Kendall Wright	1443377909077	FALSE	FALSE	
TEN	A.Andrews	(9:57) A.Andrews left end for 8 yards, TOUCHDOWN.	FALSE	FALSE	3	Antonio Andrews	1443379895105	FALSE	FALSE	
TEN	M.Mariota+D.Green-Beckham	(9:41) (Shotgun) M.Mariota pass short right to D.Green-Beckham for 3 yards, TOUCHDOWN.	FALSE	FALSE	3	Dorial Green-Beckham	1443380260772	FALSE	FALSE	
IND	P.Dorsett+A.Luck	(6:58) (Shotgun) A.Luck pass deep middle to P.Dorsett for 35 yards, TOUCHDOWN.	FALSE	FALSE	3	Phillip Dorsett	1443382848037	FALSE	FALSE	
IND	A.Luck+D.Moncrief	(5:59) (Shotgun) A.Luck pass short left to D.Moncrief for 11 yards, TOUCHDOWN.	FALSE	FALSE	3	Donte Moncrief	1443383195457	FALSE	FALSE	
IND	F.Gore	(2:57) (Shotgun) F.Gore right end for 6 yards, TOUCHDOWN.	FALSE	FALSE	3	Frank Gore	1443383816129	FALSE	FALSE	
TEN	J.Fowler	(:51) J.Fowler up the middle for 1 yard, TOUCHDOWN.	FALSE	FALSE	3					
SF	J.Bethel+C.Kaepernick+V.Davis+F.Rucker	(11:15) (Shotgun) C.Kaepernick pass short right intended for V.Davis INTERCEPTED by J.Bethel [F.Rucker] at SF 21. J.Bethel for 21 yards, TOUCHDOWN.	FALSE	FALSE	3					
SF	A.Boldin+C.Kaepernick+T.Mathieu+C.Campbell	(9:14) (Shotgun) C.Kaepernick pass intended for A.Boldin INTERCEPTED by T.Mathieu [C.Campbell] at SF 33. T.Mathieu for 33 yards, TOUCHDOWN.	FALSE	FALSE	3					
ARI	C.Johnson	(15:00) C.Johnson up the middle for 6 yards, TOUCHDOWN.	FALSE	FALSE	3					
ARI	C.Johnson	(7:55) C.Johnson up the middle for 1 yard, TOUCHDOWN.	FALSE	FALSE	3					
SF	C.Kaepernick	(2:11) (Shotgun) C.Kaepernick left end for 12 yards, TOUCHDOWN.	FALSE	FALSE	3					
ARI	L.Fitzgerald+C.Palmer	(12:35) C.Palmer pass short middle to L.Fitzgerald for 4 yards, TOUCHDOWN.	FALSE	FALSE	3					
ARI	L.Fitzgerald+C.Palmer	(5:21) (Shotgun) C.Palmer pass short middle to L.Fitzgerald for 8 yards, TOUCHDOWN.	FALSE	FALSE	3					
CHI	T.Lockett+R.Gould	R.Gould kicks 70 yards from CHI 35 to SEA -5. T.Lockett for 105 yards, TOUCHDOWN.	FALSE	FALSE	3					
SEA	R.Wilson+J.Graham	(4:36) (Shotgun) R.Wilson pass short middle to J.Graham for 30 yards, TOUCHDOWN.	FALSE	FALSE	3					
BUF	T.Taylor+C.Clay	(12:03) T.Taylor pass short left to C.Clay for 25 yards, TOUCHDOWN.	FALSE	FALSE	3					
BUF	L.McCoy+T.Taylor	(6:07) (Shotgun) T.Taylor pass short right to L.McCoy for 10 yards, TOUCHDOWN.	FALSE	FALSE	3					
MIA	P.Brown+J.Landry+B.Rambo+R.Tannehill	(1:53) (Shotgun) R.Tannehill pass short right intended for J.Landry INTERCEPTED by P.Brown [B.Rambo] at MIA 43. P.Brown for 43 yards, TOUCHDOWN.	FALSE	FALSE	3					
MIA	R.Matthews+R.Tannehill	(5:46) R.Tannehill pass deep right to R.Matthews for 21 yards, TOUCHDOWN.	FALSE	FALSE	3					
BUF	D.Shelby+T.Taylor+C.Hogan	(15:00) (Shotgun) T.Taylor pass deep left to C.Hogan for 38 yards, TOUCHDOWN [D.Shelby].	FALSE	FALSE	3					
MIA	R.Tannehill+R.Matthews+Ma.Williams	(8:11) (Shotgun) R.Tannehill pass deep right to R.Matthews for 46 yards, TOUCHDOWN [Ma.Williams].	FALSE	FALSE	3					
BUF	Ka.Williams	(6:54) (Shotgun) Ka.Williams right tackle for 41 yards, TOUCHDOWN.	FALSE	FALSE	3					
DEN	E.Ansah+R.Hillman	(4:58) R.Hillman right tackle for 1 yard, TOUCHDOWN. PENALTY on DET-E.Ansah, Unnecessary Roughness, 15 yards, enforced between downs.	FALSE	FALSE	3					
DET	J.Bell	(1:07) J.Bell right tackle for 1 yard, TOUCHDOWN.	FALSE	FALSE	3					
DEN	D.Thomas+P.Manning	(:13) (Shotgun) P.Manning pass deep right to D.Thomas for 45 yards, TOUCHDOWN. PENALTY on DEN-D.Thomas, Unsportsmanlike Conduct, 15 yards, enforced between downs.	FALSE	FALSE	3					
DET	A.Abdullah+M.Stafford	(10:57) (Shotgun) M.Stafford pass short middle to A.Abdullah for 16 yards, TOUCHDOWN.	FALSE	FALSE	3					
DEN	O.Daniels+P.Manning	(2:32) (Shotgun) P.Manning pass short right to O.Daniels for 11 yards, TOUCHDOWN.	FALSE	FALSE	3					
GB	T.Montgomery+A.Rodgers	(9:44) (No Huddle, Shotgun) A.Rodgers pass short left to T.Montgomery for 8 yards, TOUCHDOWN.	FALSE	FALSE	3					
GB	A.Rodgers+R.Cobb	(2:23) (Shotgun) A.Rodgers pass short right to R.Cobb for 3 yards, TOUCHDOWN.	FALSE	FALSE	3					
KC	J.Charles	(12:08) (Shotgun) J.Charles left tackle for 9 yards, TOUCHDOWN.	FALSE	FALSE	3					
GB	T.Montgomery	(7:47) (No Huddle, Shotgun) A.Rodgers pass short left to R.Cobb for 17 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on GB-T.Montgomery, Offensive Pass Interference, 10 yards, enforced at KC 17 - No Play.	FALSE	TRUE	3					
GB	A.Rodgers+J.Jones	(:56) (No Huddle, Shotgun) A.Rodgers pass deep left to J.Jones for 27 yards, TOUCHDOWN. Penalty on KC-T.Hali, Defensive Offside, declined.	FALSE	FALSE	3					
GB	A.Rodgers+R.Cobb	(7:22) (Shotgun) A.Rodgers pass short left to R.Cobb for 4 yards, TOUCHDOWN.	FALSE	FALSE	3					
KC	J.Maclin+A.Smith	(1:00) (Shotgun) A.Smith pass short middle to J.Maclin for 5 yards, TOUCHDOWN.	FALSE	FALSE	3					
